source_ip,(empty),21,22,53,6667,80,OTHER,source_ip_classification,in_ids
172.23.122.145,0.0,0.0,0.0,0.0,0.0,4928.0,0.0,Workstation,False
172.23.122.146,0.0,0.0,0.0,0.0,0.0,4919.0,0.0,Workstation,False
172.23.122.147,0.0,0.0,0.0,0.0,0.0,4926.0,0.0,Workstation,False
172.23.122.148,0.0,0.0,0.0,0.0,0.0,4934.0,0.0,Workstation,False
172.23.122.149,0.0,0.0,0.0,0.0,0.0,4912.0,0.0,Workstation,False
172.23.122.220,0.0,0.0,0.0,0.0,0.0,4913.0,0.0,Workstation,False
172.23.122.221,0.0,0.0,0.0,0.0,0.0,4902.0,0.0,Workstation,False
172.23.122.222,0.0,0.0,0.0,0.0,0.0,4932.0,0.0,Workstation,False
172.23.122.223,0.0,0.0,0.0,0.0,0.0,4945.0,0.0,Workstation,False
172.23.122.224,0.0,0.0,0.0,0.0,0.0,4916.0,0.0,Workstation,False
172.23.122.225,0.0,0.0,0.0,0.0,0.0,4922.0,0.0,Workstation,False
172.23.122.226,0.0,0.0,0.0,0.0,0.0,4931.0,0.0,Workstation,False
172.23.122.227,0.0,0.0,0.0,0.0,0.0,4920.0,0.0,Workstation,False
172.23.122.228,0.0,0.0,0.0,0.0,0.0,4925.0,0.0,Workstation,False
172.23.122.229,0.0,0.0,0.0,0.0,0.0,4922.0,0.0,Workstation,False
172.23.122.40,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,Workstation,False
172.23.122.41,0.0,0.0,0.0,0.0,0.0,4905.0,0.0,Workstation,False
172.23.122.42,0.0,0.0,0.0,0.0,0.0,4950.0,0.0,Workstation,False
172.23.122.43,0.0,0.0,0.0,0.0,0.0,4920.0,0.0,Workstation,False
172.23.122.44,0.0,0.0,0.0,0.0,0.0,4925.0,0.0,Workstation,False
172.23.122.45,0.0,0.0,0.0,0.0,0.0,4911.0,0.0,Workstation,False
172.23.122.46,0.0,0.0,0.0,0.0,0.0,4909.0,0.0,Workstation,False
172.23.122.47,0.0,0.0,0.0,0.0,0.0,4919.0,0.0,Workstation,False
172.23.122.48,0.0,0.0,0.0,0.0,0.0,4930.0,0.0,Workstation,False
172.23.122.49,0.0,0.0,0.0,0.0,0.0,4933.0,0.0,Workstation,False
172.23.123.100,0.0,3.0,0.0,0.0,2326.0,0.0,0.0,Workstation,False
172.23.123.104,0.0,3.0,0.0,0.0,2340.0,0.0,0.0,Workstation,False
172.23.123.105,0.0,3.0,0.0,0.0,2276.0,0.0,0.0,Workstation,False
172.23.123.106,0.0,3.0,0.0,0.0,2288.0,0.0,0.0,Workstation,False
172.23.123.107,0.0,3.0,0.0,0.0,2328.0,0.0,0.0,Workstation,True
172.23.123.108,0.0,3.0,0.0,0.0,2369.0,0.0,0.0,Workstation,True
172.23.123.109,0.0,3.0,0.0,0.0,2384.0,0.0,0.0,Workstation,False
172.23.123.36,0.0,3.0,0.0,0.0,2345.0,0.0,0.0,Workstation,True
172.23.123.37,0.0,3.0,0.0,0.0,2303.0,0.0,0.0,Workstation,False
172.23.123.80,0.0,3.0,0.0,0.0,2402.0,0.0,0.0,Workstation,True
172.23.123.81,0.0,3.0,0.0,0.0,2309.0,0.0,0.0,Workstation,False
172.23.123.82,0.0,3.0,0.0,0.0,2345.0,0.0,0.0,Workstation,True
172.23.123.83,0.0,3.0,0.0,0.0,2373.0,0.0,0.0,Workstation,False
172.23.123.84,0.0,3.0,0.0,0.0,2391.0,0.0,0.0,Workstation,False
172.23.123.85,0.0,3.0,0.0,0.0,2304.0,0.0,0.0,Workstation,False
172.23.123.86,0.0,3.0,0.0,0.0,2325.0,0.0,0.0,Workstation,False
172.23.123.87,0.0,3.0,0.0,0.0,2353.0,0.0,0.0,Workstation,False
172.23.123.88,0.0,3.0,0.0,0.0,2299.0,0.0,0.0,Workstation,False
172.23.123.89,0.0,3.0,0.0,0.0,2378.0,0.0,0.0,Workstation,False
172.23.124.190,0.0,3.0,0.0,0.0,2353.0,0.0,0.0,Workstation,False
172.23.124.194,0.0,3.0,0.0,0.0,2358.0,0.0,0.0,Workstation,True
172.23.124.195,0.0,3.0,0.0,0.0,2378.0,0.0,0.0,Workstation,True
172.23.124.196,0.0,3.0,0.0,0.0,2367.0,0.0,0.0,Workstation,True
172.23.124.197,0.0,3.0,0.0,0.0,2325.0,0.0,0.0,Workstation,False
172.23.124.198,0.0,3.0,0.0,0.0,2331.0,0.0,0.0,Workstation,False
172.23.124.199,0.0,3.0,0.0,0.0,2287.0,0.0,0.0,Workstation,False
172.23.124.200,0.0,3.0,0.0,0.0,2322.0,0.0,0.0,Workstation,False
172.23.124.201,0.0,3.0,0.0,0.0,2345.0,0.0,0.0,Workstation,False
172.23.124.202,0.0,3.0,0.0,0.0,2357.0,0.0,0.0,Workstation,False
172.23.124.203,0.0,3.0,0.0,0.0,2353.0,0.0,0.0,Workstation,False
172.23.124.204,0.0,3.0,0.0,0.0,2419.0,0.0,0.0,Workstation,False
172.23.124.205,0.0,3.0,0.0,0.0,2361.0,0.0,0.0,Workstation,False
172.23.124.206,0.0,3.0,0.0,0.0,2374.0,0.0,0.0,Workstation,False
172.23.124.207,0.0,3.0,0.0,0.0,2285.0,0.0,0.0,Workstation,False
172.23.124.208,0.0,3.0,0.0,0.0,2315.0,0.0,0.0,Workstation,False
172.23.124.209,0.0,3.0,0.0,0.0,2332.0,0.0,0.0,Workstation,False
172.23.124.64,0.0,3.0,0.0,0.0,2315.0,0.0,0.0,Workstation,False
172.23.124.65,0.0,3.0,0.0,0.0,2320.0,0.0,0.0,Workstation,False
172.23.125.110,0.0,3.0,0.0,0.0,2302.0,0.0,0.0,Workstation,False
172.23.125.111,0.0,3.0,0.0,0.0,2271.0,0.0,0.0,Workstation,False
172.23.125.112,0.0,3.0,0.0,0.0,2298.0,0.0,0.0,Workstation,False
172.23.125.113,0.0,3.0,0.0,0.0,2329.0,0.0,0.0,Workstation,False
172.23.125.117,0.0,3.0,0.0,0.0,2385.0,0.0,0.0,Workstation,True
172.23.125.159,0.0,3.0,0.0,0.0,2270.0,0.0,0.0,Workstation,True
172.23.125.161,0.0,3.0,0.0,0.0,2336.0,0.0,0.0,Workstation,True
172.23.125.169,0.0,3.0,0.0,0.0,2350.0,0.0,0.0,Workstation,False
172.23.125.212,0.0,3.0,0.0,0.0,2294.0,0.0,0.0,Workstation,False
172.23.125.213,0.0,3.0,0.0,0.0,2333.0,0.0,0.0,Workstation,False
172.23.125.218,0.0,3.0,0.0,0.0,2267.0,0.0,0.0,Workstation,True
172.23.125.219,0.0,3.0,0.0,0.0,2335.0,0.0,0.0,Workstation,False
172.23.125.90,0.0,3.0,0.0,0.0,2264.0,0.0,0.0,Workstation,False
172.23.125.91,0.0,3.0,0.0,0.0,2328.0,0.0,0.0,Workstation,False
172.23.125.92,0.0,3.0,0.0,0.0,2264.0,0.0,0.0,Workstation,False
172.23.125.93,0.0,3.0,0.0,0.0,2297.0,0.0,0.0,Workstation,False
172.23.125.97,0.0,3.0,0.0,0.0,2298.0,0.0,0.0,Workstation,False
172.23.125.98,0.0,3.0,0.0,0.0,2283.0,0.0,0.0,Workstation,False
172.23.125.99,0.0,3.0,0.0,0.0,2321.0,0.0,0.0,Workstation,True
172.23.126.114,0.0,3.0,0.0,0.0,2251.0,0.0,0.0,Workstation,True
172.23.126.115,0.0,3.0,0.0,0.0,2304.0,0.0,0.0,Workstation,False
172.23.126.116,0.0,3.0,0.0,0.0,2346.0,0.0,0.0,Workstation,True
172.23.126.117,0.0,3.0,0.0,0.0,2243.0,0.0,0.0,Workstation,False
172.23.126.118,0.0,3.0,0.0,0.0,2245.0,0.0,0.0,Workstation,True
172.23.126.119,0.0,3.0,0.0,0.0,2231.0,0.0,0.0,Workstation,True
172.23.126.200,0.0,3.0,0.0,0.0,2415.0,0.0,0.0,Workstation,False
172.23.126.201,0.0,3.0,0.0,0.0,2228.0,0.0,0.0,Workstation,False
172.23.126.202,0.0,3.0,0.0,0.0,2341.0,0.0,0.0,Workstation,False
172.23.126.203,0.0,3.0,0.0,0.0,2293.0,0.0,0.0,Workstation,True
172.23.126.204,0.0,3.0,0.0,0.0,2323.0,0.0,0.0,Workstation,False
172.23.126.205,0.0,3.0,0.0,0.0,2326.0,0.0,0.0,Workstation,False
172.23.126.206,0.0,3.0,0.0,0.0,2378.0,0.0,0.0,Workstation,True
172.23.126.207,0.0,3.0,0.0,0.0,2338.0,0.0,0.0,Workstation,False
172.23.126.208,0.0,3.0,0.0,0.0,2291.0,0.0,0.0,Workstation,False
172.23.126.209,0.0,3.0,0.0,0.0,2372.0,0.0,0.0,Workstation,False
172.23.126.30,0.0,3.0,0.0,0.0,2344.0,0.0,0.0,Workstation,False
172.23.126.31,0.0,3.0,0.0,0.0,2345.0,0.0,0.0,Workstation,False
172.23.126.52,0.0,3.0,0.0,0.0,2303.0,0.0,0.0,Workstation,False
172.23.127.120,0.0,0.0,0.0,0.0,1811.0,0.0,0.0,Workstation,True
172.23.127.121,0.0,0.0,0.0,0.0,1803.0,0.0,0.0,Workstation,True
172.23.127.122,0.0,6.0,0.0,0.0,4648.0,0.0,0.0,Workstation,True
172.23.127.123,0.0,0.0,0.0,0.0,1810.0,0.0,0.0,Workstation,True
172.23.127.124,0.0,6.0,0.0,0.0,4704.0,0.0,0.0,Workstation,True
172.23.127.125,0.0,6.0,0.0,0.0,4590.0,0.0,0.0,Workstation,True
172.23.127.126,0.0,6.0,0.0,0.0,4704.0,0.0,0.0,Workstation,True
172.23.127.127,0.0,6.0,0.0,0.0,4727.0,0.0,0.0,Workstation,True
172.23.127.128,0.0,6.0,0.0,0.0,4703.0,0.0,0.0,Workstation,True
172.23.127.129,0.0,6.0,0.0,0.0,4758.0,0.0,0.0,Workstation,True
172.23.127.190,0.0,0.0,0.0,0.0,1767.0,0.0,0.0,Workstation,True
172.23.127.191,0.0,0.0,0.0,0.0,1858.0,0.0,0.0,Workstation,True
172.23.127.192,0.0,0.0,0.0,0.0,1759.0,0.0,0.0,Workstation,True
172.23.127.193,0.0,0.0,0.0,0.0,1870.0,0.0,0.0,Workstation,True
172.23.127.194,0.0,0.0,0.0,0.0,1798.0,0.0,0.0,Workstation,True
172.23.127.195,0.0,0.0,0.0,0.0,1817.0,0.0,0.0,Workstation,True
172.23.127.196,0.0,0.0,0.0,0.0,1772.0,0.0,0.0,Workstation,True
172.23.127.197,0.0,0.0,0.0,0.0,1847.0,0.0,0.0,Workstation,True
172.23.127.198,0.0,6.0,0.0,0.0,4684.0,0.0,0.0,Workstation,True
172.23.127.199,0.0,6.0,0.0,0.0,4701.0,0.0,0.0,Workstation,True
172.23.127.200,0.0,6.0,0.0,0.0,4679.0,0.0,0.0,Workstation,True
172.23.127.201,0.0,6.0,0.0,0.0,4641.0,0.0,0.0,Workstation,True
172.23.127.202,0.0,6.0,0.0,0.0,4699.0,0.0,0.0,Workstation,True
172.23.127.203,0.0,6.0,0.0,0.0,4685.0,0.0,0.0,Workstation,True
172.23.127.204,0.0,6.0,0.0,0.0,4706.0,0.0,0.0,Workstation,True
172.23.127.205,0.0,6.0,0.0,0.0,4733.0,0.0,0.0,Workstation,True
172.23.127.206,0.0,6.0,0.0,0.0,4794.0,0.0,0.0,Workstation,True
172.23.127.207,0.0,6.0,0.0,0.0,4604.0,0.0,0.0,Workstation,True
172.23.127.208,0.0,6.0,0.0,0.0,4674.0,0.0,0.0,Workstation,True
172.23.127.209,0.0,6.0,0.0,0.0,4659.0,0.0,0.0,Workstation,True
172.23.128.10,0.0,0.0,0.0,0.0,1915.0,0.0,0.0,Workstation,True
172.23.128.11,0.0,0.0,0.0,0.0,1785.0,0.0,0.0,Workstation,True
172.23.128.110,0.0,3.0,0.0,0.0,2345.0,0.0,0.0,Workstation,False
172.23.128.111,0.0,3.0,0.0,0.0,2379.0,0.0,0.0,Workstation,False
172.23.128.112,0.0,3.0,0.0,0.0,2330.0,0.0,0.0,Workstation,True
172.23.128.113,0.0,3.0,0.0,0.0,2294.0,0.0,0.0,Workstation,True
172.23.128.114,0.0,3.0,0.0,0.0,2354.0,0.0,0.0,Workstation,True
172.23.128.115,0.0,3.0,0.0,0.0,2380.0,0.0,0.0,Workstation,True
172.23.128.116,0.0,3.0,0.0,0.0,2348.0,0.0,0.0,Workstation,True
172.23.128.117,0.0,0.0,0.0,0.0,1837.0,0.0,0.0,Workstation,True
172.23.128.118,0.0,0.0,0.0,0.0,1827.0,0.0,0.0,Workstation,True
172.23.128.119,0.0,0.0,0.0,0.0,1829.0,0.0,0.0,Workstation,True
172.23.128.12,0.0,0.0,0.0,0.0,1828.0,0.0,0.0,Workstation,True
172.23.128.13,0.0,0.0,0.0,0.0,1835.0,0.0,0.0,Workstation,True
172.23.128.14,0.0,0.0,0.0,0.0,1866.0,0.0,0.0,Workstation,True
172.23.128.15,0.0,0.0,0.0,0.0,1904.0,0.0,0.0,Workstation,True
172.23.128.16,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,Workstation,True
172.23.128.160,0.0,3.0,0.0,0.0,2376.0,0.0,0.0,Workstation,True
172.23.128.161,0.0,3.0,0.0,0.0,2287.0,0.0,0.0,Workstation,False
172.23.128.162,0.0,3.0,0.0,0.0,2370.0,0.0,0.0,Workstation,True
172.23.128.163,0.0,3.0,0.0,0.0,2282.0,0.0,0.0,Workstation,True
172.23.128.164,0.0,3.0,0.0,0.0,2340.0,0.0,0.0,Workstation,True
172.23.128.165,0.0,3.0,0.0,0.0,2327.0,0.0,0.0,Workstation,True
172.23.128.166,0.0,3.0,0.0,0.0,2337.0,0.0,0.0,Workstation,True
172.23.128.167,0.0,3.0,0.0,0.0,2396.0,0.0,0.0,Workstation,True
172.23.128.168,0.0,3.0,0.0,0.0,2261.0,0.0,0.0,Workstation,True
172.23.128.169,0.0,3.0,0.0,0.0,2375.0,0.0,0.0,Workstation,True
172.23.128.17,0.0,0.0,0.0,0.0,1887.0,0.0,0.0,Workstation,True
172.23.128.18,0.0,3.0,0.0,0.0,2345.0,0.0,0.0,Workstation,True
172.23.128.19,0.0,3.0,0.0,0.0,2360.0,0.0,0.0,Workstation,True
172.23.129.160,0.0,3.0,0.0,0.0,2280.0,0.0,0.0,Workstation,True
172.23.129.161,0.0,0.0,0.0,0.0,1860.0,0.0,0.0,Workstation,True
172.23.129.162,0.0,0.0,0.0,0.0,1833.0,0.0,0.0,Workstation,True
172.23.129.163,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,Workstation,True
172.23.129.166,0.0,3.0,0.0,0.0,2342.0,0.0,0.0,Workstation,False
172.23.129.167,0.0,3.0,0.0,0.0,2357.0,0.0,0.0,Workstation,False
172.23.129.168,0.0,3.0,0.0,0.0,2328.0,0.0,0.0,Workstation,True
172.23.129.169,0.0,3.0,0.0,0.0,2278.0,0.0,0.0,Workstation,True
172.23.129.190,0.0,3.0,0.0,0.0,2328.0,0.0,0.0,Workstation,True
172.23.129.191,0.0,3.0,0.0,0.0,2353.0,0.0,0.0,Workstation,True
172.23.129.192,0.0,3.0,0.0,0.0,2318.0,0.0,0.0,Workstation,True
172.23.129.193,0.0,3.0,0.0,0.0,2358.0,0.0,0.0,Workstation,True
172.23.129.194,0.0,3.0,0.0,0.0,2300.0,0.0,0.0,Workstation,True
172.23.129.195,0.0,3.0,0.0,0.0,2356.0,0.0,0.0,Workstation,False
172.23.129.196,0.0,3.0,0.0,0.0,2316.0,0.0,0.0,Workstation,True
172.23.129.197,0.0,3.0,0.0,0.0,2305.0,0.0,0.0,Workstation,True
172.23.129.198,0.0,3.0,0.0,0.0,2321.0,0.0,0.0,Workstation,True
172.23.129.199,0.0,3.0,0.0,0.0,2392.0,0.0,0.0,Workstation,True
172.23.129.240,0.0,0.0,0.0,0.0,1840.0,0.0,0.0,Workstation,True
172.23.129.241,0.0,0.0,0.0,0.0,1897.0,0.0,0.0,Workstation,True
172.23.129.242,0.0,0.0,0.0,0.0,1843.0,0.0,0.0,Workstation,True
172.23.129.243,0.0,0.0,0.0,0.0,1789.0,0.0,0.0,Workstation,True
172.23.129.244,0.0,0.0,0.0,0.0,1919.0,0.0,0.0,Workstation,True
172.23.129.245,0.0,0.0,0.0,0.0,1865.0,0.0,0.0,Workstation,True
172.23.129.246,0.0,0.0,0.0,0.0,1866.0,0.0,0.0,Workstation,True
172.23.129.247,0.0,0.0,0.0,0.0,1874.0,0.0,0.0,Workstation,True
172.23.129.248,0.0,3.0,0.0,0.0,2347.0,0.0,0.0,Workstation,True
172.23.129.249,0.0,3.0,0.0,0.0,2331.0,0.0,0.0,Workstation,True
172.23.129.90,0.0,3.0,0.0,0.0,2368.0,0.0,0.0,Workstation,False
172.23.129.91,0.0,3.0,0.0,0.0,2325.0,0.0,0.0,Workstation,False
172.23.13.114,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,Workstation,False
172.23.13.115,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.116,0.0,0.0,0.0,0.0,0.0,6577.0,0.0,Workstation,False
172.23.13.117,0.0,0.0,0.0,0.0,0.0,6575.0,0.0,Workstation,False
172.23.13.190,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.191,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,Workstation,False
172.23.13.192,0.0,0.0,0.0,0.0,0.0,6582.0,0.0,Workstation,False
172.23.13.193,0.0,0.0,0.0,0.0,0.0,6576.0,0.0,Workstation,False
172.23.13.194,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,Workstation,False
172.23.13.195,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.196,0.0,0.0,0.0,0.0,0.0,6582.0,0.0,Workstation,False
172.23.13.197,0.0,0.0,0.0,0.0,0.0,6580.0,0.0,Workstation,False
172.23.13.198,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.199,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,Workstation,False
172.23.13.210,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.211,0.0,0.0,0.0,0.0,0.0,6581.0,0.0,Workstation,False
172.23.13.212,0.0,0.0,0.0,0.0,0.0,6581.0,0.0,Workstation,False
172.23.13.213,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.214,0.0,0.0,0.0,0.0,0.0,6574.0,0.0,Workstation,False
172.23.13.215,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.216,0.0,0.0,0.0,0.0,0.0,6577.0,0.0,Workstation,False
172.23.13.217,0.0,0.0,0.0,0.0,0.0,6580.0,0.0,Workstation,False
172.23.13.218,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,Workstation,False
172.23.13.219,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.80,0.0,0.0,0.0,0.0,0.0,6574.0,0.0,Workstation,False
172.23.13.81,0.0,0.0,0.0,0.0,0.0,6579.0,0.0,Workstation,False
172.23.13.82,0.0,0.0,0.0,0.0,0.0,6577.0,0.0,Workstation,False
172.23.13.83,0.0,0.0,0.0,0.0,0.0,6578.0,0.0,Workstation,False
172.23.13.88,0.0,0.0,0.0,0.0,0.0,6577.0,0.0,Workstation,False
172.23.13.89,0.0,0.0,0.0,0.0,0.0,6576.0,0.0,Workstation,False
172.23.130.11,0.0,3.0,0.0,0.0,2091.0,0.0,0.0,Workstation,False
172.23.130.12,0.0,1.0,0.0,0.0,2112.0,0.0,0.0,Workstation,True
172.23.130.13,0.0,3.0,0.0,0.0,2199.0,0.0,0.0,Workstation,True
172.23.130.14,0.0,3.0,0.0,0.0,2160.0,0.0,0.0,Workstation,False
172.23.130.15,0.0,3.0,0.0,0.0,2225.0,0.0,0.0,Workstation,False
172.23.130.16,0.0,3.0,0.0,0.0,2107.0,0.0,0.0,Workstation,False
172.23.130.17,0.0,3.0,0.0,0.0,2168.0,0.0,0.0,Workstation,False
172.23.130.176,0.0,3.0,0.0,0.0,2135.0,0.0,0.0,Workstation,False
172.23.130.177,0.0,3.0,0.0,0.0,2144.0,0.0,0.0,Workstation,True
172.23.130.70,0.0,3.0,0.0,0.0,2107.0,0.0,0.0,Workstation,True
172.23.130.71,0.0,3.0,0.0,0.0,2125.0,0.0,0.0,Workstation,True
172.23.130.72,0.0,3.0,0.0,0.0,2136.0,0.0,0.0,Workstation,True
172.23.130.73,0.0,3.0,0.0,0.0,2118.0,0.0,0.0,Workstation,True
172.23.130.74,0.0,3.0,0.0,0.0,2113.0,0.0,0.0,Workstation,False
172.23.130.75,0.0,3.0,0.0,0.0,2127.0,0.0,0.0,Workstation,False
172.23.130.76,0.0,3.0,0.0,0.0,2145.0,0.0,0.0,Workstation,False
172.23.130.77,0.0,1.0,0.0,0.0,2149.0,0.0,0.0,Workstation,False
172.23.130.78,0.0,3.0,0.0,0.0,2203.0,0.0,0.0,Workstation,False
172.23.130.79,0.0,3.0,0.0,0.0,2166.0,0.0,0.0,Workstation,True
172.23.131.150,0.0,3.0,0.0,0.0,2250.0,0.0,0.0,Workstation,True
172.23.131.151,0.0,3.0,0.0,0.0,2221.0,0.0,0.0,Workstation,False
172.23.131.152,0.0,3.0,0.0,0.0,2215.0,0.0,0.0,Workstation,True
172.23.131.153,0.0,3.0,0.0,0.0,2262.0,0.0,0.0,Workstation,False
172.23.131.154,0.0,3.0,0.0,0.0,2121.0,0.0,0.0,Workstation,False
172.23.131.155,0.0,3.0,0.0,0.0,2188.0,0.0,0.0,Workstation,False
172.23.131.156,0.0,3.0,0.0,0.0,2232.0,0.0,0.0,Workstation,True
172.23.131.157,0.0,3.0,0.0,0.0,2200.0,0.0,0.0,Workstation,True
172.23.131.158,0.0,3.0,0.0,0.0,2292.0,0.0,0.0,Workstation,False
172.23.131.159,0.0,3.0,0.0,0.0,2316.0,0.0,0.0,Workstation,False
172.23.131.20,0.0,3.0,0.0,0.0,2225.0,0.0,0.0,Workstation,False
172.23.131.21,0.0,3.0,0.0,0.0,2228.0,0.0,0.0,Workstation,False
172.23.131.22,0.0,3.0,0.0,0.0,2203.0,0.0,0.0,Workstation,True
172.23.131.23,0.0,3.0,0.0,0.0,2151.0,0.0,0.0,Workstation,True
172.23.131.26,0.0,3.0,0.0,0.0,2252.0,0.0,0.0,Workstation,True
172.23.131.27,0.0,3.0,0.0,0.0,2266.0,0.0,0.0,Workstation,False
172.23.131.29,0.0,3.0,0.0,0.0,2206.0,0.0,0.0,Workstation,True
172.23.131.96,0.0,3.0,0.0,0.0,2214.0,0.0,0.0,Workstation,True
172.23.131.97,0.0,3.0,0.0,0.0,2211.0,0.0,0.0,Workstation,True
172.23.132.154,0.0,3.0,0.0,0.0,2295.0,0.0,0.0,Workstation,True
172.23.132.156,0.0,3.0,0.0,0.0,2291.0,0.0,0.0,Workstation,False
172.23.132.158,0.0,3.0,0.0,0.0,2346.0,0.0,0.0,Workstation,False
172.23.132.159,0.0,3.0,0.0,0.0,2408.0,0.0,0.0,Workstation,False
172.23.132.230,0.0,3.0,0.0,0.0,2315.0,0.0,0.0,Workstation,False
172.23.132.232,0.0,3.0,0.0,0.0,2336.0,0.0,0.0,Workstation,True
172.23.132.233,0.0,3.0,0.0,0.0,2351.0,0.0,0.0,Workstation,False
172.23.132.250,0.0,3.0,0.0,0.0,2279.0,0.0,0.0,Workstation,False
172.23.132.251,0.0,3.0,0.0,0.0,2257.0,0.0,0.0,Workstation,True
172.23.132.252,0.0,3.0,0.0,0.0,2350.0,0.0,0.0,Workstation,False
172.23.132.253,0.0,3.0,0.0,0.0,2288.0,0.0,0.0,Workstation,False
172.23.132.254,0.0,3.0,0.0,0.0,2255.0,0.0,0.0,Workstation,False
172.23.132.255,0.0,3.0,0.0,0.0,2381.0,0.0,0.0,Workstation,True
172.23.132.30,0.0,3.0,0.0,0.0,2322.0,0.0,0.0,Workstation,False
172.23.132.31,0.0,3.0,0.0,0.0,2338.0,0.0,0.0,Workstation,False
172.23.132.33,0.0,3.0,0.0,0.0,2376.0,0.0,0.0,Workstation,False
172.23.132.38,0.0,3.0,0.0,0.0,2411.0,0.0,0.0,Workstation,True
172.23.132.39,0.0,3.0,0.0,0.0,2307.0,0.0,0.0,Workstation,False
172.23.132.82,0.0,3.0,0.0,0.0,2382.0,0.0,0.0,Workstation,False
172.23.133.121,0.0,3.0,0.0,0.0,2338.0,0.0,0.0,Workstation,False
172.23.133.122,0.0,3.0,0.0,0.0,2306.0,0.0,0.0,Workstation,False
172.23.133.123,0.0,3.0,0.0,0.0,2256.0,0.0,0.0,Workstation,False
172.23.133.124,0.0,3.0,0.0,0.0,2292.0,0.0,0.0,Workstation,False
172.23.133.125,0.0,3.0,0.0,0.0,2304.0,0.0,0.0,Workstation,False
172.23.133.126,0.0,3.0,0.0,0.0,2340.0,0.0,0.0,Workstation,False
172.23.133.128,0.0,3.0,0.0,0.0,2332.0,0.0,0.0,Workstation,False
172.23.133.240,0.0,3.0,0.0,0.0,2323.0,0.0,0.0,Workstation,False
172.23.133.241,0.0,3.0,0.0,0.0,2369.0,0.0,0.0,Workstation,False
172.23.133.242,0.0,3.0,0.0,0.0,2319.0,0.0,0.0,Workstation,False
172.23.133.243,0.0,3.0,0.0,0.0,2348.0,0.0,0.0,Workstation,False
172.23.133.244,0.0,3.0,0.0,0.0,2310.0,0.0,0.0,Workstation,False
172.23.133.245,0.0,3.0,0.0,0.0,2222.0,0.0,0.0,Workstation,False
172.23.133.246,0.0,3.0,0.0,0.0,2281.0,0.0,0.0,Workstation,False
172.23.133.247,0.0,3.0,0.0,0.0,2288.0,0.0,0.0,Workstation,False
172.23.133.248,0.0,3.0,0.0,0.0,2265.0,0.0,0.0,Workstation,False
172.23.133.249,0.0,3.0,0.0,0.0,2381.0,0.0,0.0,Workstation,False
172.23.133.72,0.0,3.0,0.0,0.0,2256.0,0.0,0.0,Workstation,False
172.23.133.85,0.0,3.0,0.0,0.0,2362.0,0.0,0.0,Workstation,False
172.23.134.182,0.0,6.0,0.0,0.0,7020.0,0.0,0.0,Workstation,True
172.23.134.210,0.0,6.0,0.0,0.0,7111.0,0.0,0.0,Workstation,True
172.23.134.211,0.0,6.0,0.0,0.0,7183.0,0.0,0.0,Workstation,True
172.23.134.212,0.0,6.0,0.0,0.0,7067.0,0.0,0.0,Workstation,True
172.23.134.213,0.0,6.0,0.0,0.0,7065.0,0.0,0.0,Workstation,True
172.23.134.214,0.0,6.0,0.0,0.0,7058.0,0.0,0.0,Workstation,True
172.23.134.215,0.0,6.0,0.0,0.0,7037.0,0.0,0.0,Workstation,True
172.23.134.216,0.0,6.0,0.0,0.0,6988.0,0.0,0.0,Workstation,True
172.23.134.217,0.0,6.0,0.0,0.0,7124.0,0.0,0.0,Workstation,True
172.23.134.218,0.0,6.0,0.0,0.0,7100.0,0.0,0.0,Workstation,True
172.23.134.219,0.0,6.0,0.0,0.0,7001.0,0.0,0.0,Workstation,True
172.23.134.76,0.0,6.0,0.0,0.0,7124.0,0.0,0.0,Workstation,True
172.23.134.77,0.0,6.0,0.0,0.0,7173.0,0.0,0.0,Workstation,True
172.23.134.78,0.0,6.0,0.0,0.0,7068.0,0.0,0.0,Workstation,True
172.23.134.79,0.0,6.0,0.0,0.0,7113.0,0.0,0.0,Workstation,True
172.23.134.94,0.0,6.0,0.0,0.0,7114.0,0.0,0.0,Workstation,True
172.23.134.95,0.0,6.0,0.0,0.0,7144.0,0.0,0.0,Workstation,True
172.23.134.98,0.0,6.0,0.0,0.0,7045.0,0.0,0.0,Workstation,True
172.23.134.99,0.0,6.0,0.0,0.0,7078.0,0.0,0.0,Workstation,True
172.23.135.10,0.0,6.0,0.0,0.0,4669.0,0.0,0.0,Workstation,True
